"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jul 12 20:04:10 MSK 2021","Mon Jul 12 20:04:10 MSK 2021","0","test","test_groups","","","","test_create_group[nameQooGeONe:headerZuVTwChTe:footer:None]",""
"broken","Mon Jul 12 20:04:10 MSK 2021","Mon Jul 12 20:04:10 MSK 2021","1","test","test_groups","","","","test_create_group[namexzKfh:headercP0Ase:footer8B7Ds:None]",""
"broken","Mon Jul 12 20:04:10 MSK 2021","Mon Jul 12 20:04:10 MSK 2021","1","test","test_groups","","","","test_create_group[name1Xna:header8DPXincc633:footerOpY:None]",""
"broken","Mon Jul 12 20:04:10 MSK 2021","Mon Jul 12 20:04:10 MSK 2021","0","test","test_groups","","","","test_create_group[name87LdtJGW:headerr0twnFsoQrfz2yyaRJ:footerbEEB25ZKZL4:None]",""
"broken","Mon Jul 12 20:04:10 MSK 2021","Mon Jul 12 20:04:10 MSK 2021","0","test","test_groups","","","","test_create_group[nameVvWuGdF:headerIPFWc7:footerix2XbT4DIn:None]",""
"broken","Mon Jul 12 20:04:10 MSK 2021","Mon Jul 12 20:04:10 MSK 2021","0","test","test_groups","","","","test_create_group[None:None:None:None]",""
